number,value,datetime_start,datetime_complete,duration,blocks,kernel_size,learning_rate,modelSeed,optimizer,padding,stride,user_attrs_datatype,user_attrs_transform,state,inner_fold,outer_fold
11,0.162746117,2023-07-02 11:31:41.170961,2023-07-02 11:35:03.102796,0 days 00:03:21.931835,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,3,3
12,0.157718003,2023-07-02 11:35:03.102796,2023-07-02 11:37:37.589120,0 days 00:02:34.486324,5,7,0.0266,78,SGD,4,2,,transform_padding,COMPLETE,3,3
13,0.195591003,2023-07-02 11:37:37.589120,2023-07-02 11:40:59.759560,0 days 00:03:22.170440,4,7,0.0025,77,SGD,4,2,,transform_padding,COMPLETE,3,3
14,0.215322912,2023-07-02 11:40:59.759560,2023-07-02 11:45:12.683118,0 days 00:04:12.923558,3,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,3,3
15,0.400193304,2023-07-02 11:45:12.683118,2023-07-02 11:47:21.528965,0 days 00:02:08.845847,5,5,0.0335,77,SGD,6,6,,transform_padding,COMPLETE,3,3
16,0.175640151,2023-07-02 11:47:21.528965,2023-07-02 11:50:43.358132,0 days 00:03:21.829167,4,7,0.0039,69,SGD,4,2,,transform_padding,COMPLETE,3,3
17,0.152886122,2023-07-02 11:50:43.358132,2023-07-02 11:53:17.735836,0 days 00:02:34.377704,5,7,0.0398,83,SGD,4,2,,transform_padding,COMPLETE,3,3
18,0.554868102,2023-07-02 11:53:17.735836,2023-07-02 11:55:29.607086,0 days 00:02:11.871250,4,3,0.0863,87,SGD,2,6,,transform_padding,COMPLETE,3,3
19,0.24902153,2023-07-02 11:55:29.607086,2023-07-02 11:57:50.236093,0 days 00:02:20.629007,3,5,0.0304,64,RMSprop,6,4,,transform_padding,COMPLETE,3,3
20,0.206689358,2023-07-02 11:57:50.237093,2023-07-02 12:00:24.776847,0 days 00:02:34.539754,5,7,0.0085,87,SGD,4,2,,transform_padding,COMPLETE,3,3
21,0.136803478,2023-07-02 12:00:24.776847,2023-07-02 12:02:59.394401,0 days 00:02:34.617554,5,7,0.0372,85,SGD,4,2,,transform_padding,COMPLETE,3,3
22,0.144779116,2023-07-02 12:02:59.394401,2023-07-02 12:05:33.118364,0 days 00:02:33.723963,5,7,0.0388,86,SGD,4,2,,transform_padding,COMPLETE,3,3
23,0.150596082,2023-07-02 12:05:33.118364,2023-07-02 12:08:07.613698,0 days 00:02:34.495334,5,7,0.0966,63,SGD,4,2,,transform_padding,COMPLETE,3,3
24,0.173999041,2023-07-02 12:08:07.613698,2023-07-02 12:10:42.139867,0 days 00:02:34.526169,5,7,0.0184,89,SGD,4,2,,transform_padding,COMPLETE,3,3
25,0.154467851,2023-07-02 12:10:42.139867,2023-07-02 12:14:04.635642,0 days 00:03:22.495775,4,7,0.0421,73,SGD,4,2,,transform_padding,COMPLETE,3,3
26,0.175795346,2023-07-02 12:14:04.635642,2023-07-02 12:16:39.039156,0 days 00:02:34.403514,5,7,0.0115,6,SGD,4,2,,transform_padding,COMPLETE,3,3
27,0.272337258,2023-07-02 12:16:39.039156,2023-07-02 12:18:57.610193,0 days 00:02:18.571037,3,3,0.0497,91,Adam,2,4,,transform_padding,COMPLETE,3,3
28,0.482073873,2023-07-02 12:18:57.610193,2023-07-02 12:21:21.863066,0 days 00:02:24.252873,5,5,0.005,82,RMSprop,4,2,,transform_padding,COMPLETE,3,3
29,0.330988169,2023-07-02 12:21:21.864066,2023-07-02 12:23:29.891924,0 days 00:02:08.027858,4,7,0.0477,17,SGD,6,6,,transform_padding,COMPLETE,3,3
30,0.487713039,2023-07-02 12:23:29.891924,2023-07-02 12:26:10.951806,0 days 00:02:41.059882,5,7,0.0206,100,Adam,4,2,,transform_padding,COMPLETE,3,3
31,0.162552372,2023-07-02 12:26:10.951806,2023-07-02 12:28:44.959513,0 days 00:02:34.007707,5,7,0.0867,65,SGD,4,2,,transform_padding,COMPLETE,3,3
32,0.173607036,2023-07-02 12:28:44.959513,2023-07-02 12:31:19.578852,0 days 00:02:34.619339,5,7,0.0568,60,SGD,4,2,,transform_padding,COMPLETE,3,3
33,0.140959606,2023-07-02 12:31:19.578852,2023-07-02 12:33:54.347049,0 days 00:02:34.768197,5,7,0.089,58,SGD,4,2,,transform_padding,COMPLETE,3,3
34,0.168010518,2023-07-02 12:33:54.347049,2023-07-02 12:36:28.332397,0 days 00:02:33.985348,5,7,0.0257,45,SGD,4,2,,transform_padding,COMPLETE,3,3
35,0.14690946,2023-07-02 12:36:28.332397,2023-07-02 12:38:51.858246,0 days 00:02:23.525849,5,7,0.0556,59,SGD,2,2,,transform_padding,COMPLETE,3,3
36,0.484451294,2023-07-02 12:38:51.858246,2023-07-02 12:41:16.235660,0 days 00:02:24.377414,5,7,0.0119,42,RMSprop,2,2,,transform_padding,COMPLETE,3,3
37,10000,2023-07-02 12:41:16.235660,2023-07-02 12:41:16.257168,0 days 00:00:00.021508,5,7,0.0622,35,SGD,2,6,,transform_padding,COMPLETE,3,3
38,0.539648235,2023-07-02 12:41:16.257168,2023-07-02 12:43:42.479108,0 days 00:02:26.221940,5,7,0.0224,20,Adam,2,2,,transform_padding,COMPLETE,3,3
39,0.164250851,2023-07-02 12:43:42.479108,2023-07-02 12:46:04.725471,0 days 00:02:22.246363,5,3,0.0615,59,SGD,2,2,,transform_padding,COMPLETE,3,3
40,10000,2023-07-02 12:46:04.725471,2023-07-02 12:46:04.752980,0 days 00:00:00.027509,5,7,0.015,28,RMSprop,2,4,,transform_padding,COMPLETE,3,3
41,0.147553831,2023-07-02 12:46:04.752980,2023-07-02 12:48:38.994320,0 days 00:02:34.241340,5,7,0.0525,54,SGD,4,2,,transform_padding,COMPLETE,3,3
0,0.560325623,2023-07-02 12:48:40.367380,2023-07-02 12:51:20.329372,0 days 00:02:39.961992,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,4,3
1,10000,2023-07-02 12:51:20.329372,2023-07-02 12:51:20.346695,0 days 00:00:00.017323,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,4,3
2,0.175481051,2023-07-02 12:51:20.346695,2023-07-02 12:53:52.938595,0 days 00:02:32.591900,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,4,3
3,0.148528114,2023-07-02 12:53:52.938595,2023-07-02 12:57:15.069579,0 days 00:03:22.130984,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,4,3
4,0.333239198,2023-07-02 12:57:15.069579,2023-07-02 12:59:32.126626,0 days 00:02:17.057047,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,4,3
5,0.40047285,2023-07-02 12:59:32.126626,2023-07-02 13:02:09.522968,0 days 00:02:37.396342,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,4,3
6,0.254354954,2023-07-02 13:02:09.523969,2023-07-02 13:04:27.622360,0 days 00:02:18.098391,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,4,3
7,0.182193369,2023-07-02 13:04:27.622360,2023-07-02 13:06:50.944311,0 days 00:02:23.321951,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,4,3
8,0.217597529,2023-07-02 13:06:50.945372,2023-07-02 13:10:04.364745,0 days 00:03:13.419373,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,4,3
9,0.275491327,2023-07-02 13:10:04.365747,2023-07-02 13:12:21.755777,0 days 00:02:17.390030,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,4,3
10,0.435396791,2023-07-02 13:12:21.755777,2023-07-02 13:14:38.253142,0 days 00:02:16.497365,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,4,3
11,0.175239369,2023-07-02 13:14:38.253142,2023-07-02 13:17:58.823410,0 days 00:03:20.570268,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,4,3
12,0.201785326,2023-07-02 13:17:58.824410,2023-07-02 13:21:20.949410,0 days 00:03:22.125000,4,7,0.003,76,SGD,4,2,,transform_padding,COMPLETE,4,3
13,0.150667846,2023-07-02 13:21:20.949410,2023-07-02 13:24:42.569685,0 days 00:03:21.620275,4,7,0.0296,78,SGD,4,2,,transform_padding,COMPLETE,4,3
14,0.191072673,2023-07-02 13:24:42.570687,2023-07-02 13:27:35.835039,0 days 00:02:53.264352,4,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,4,3
15,0.33319813,2023-07-02 13:27:35.835039,2023-07-02 13:29:53.323319,0 days 00:02:17.488280,4,5,0.0336,79,SGD,6,6,,transform_padding,COMPLETE,4,3
16,0.15631637,2023-07-02 13:29:53.323319,2023-07-02 13:33:14.194203,0 days 00:03:20.870884,4,7,0.091,84,SGD,4,2,,transform_padding,COMPLETE,4,3
17,0.188392252,2023-07-02 13:33:14.194203,2023-07-02 13:38:51.707290,0 days 00:05:37.513087,3,7,0.0031,65,SGD,4,2,,transform_padding,COMPLETE,4,3
18,0.560562491,2023-07-02 13:38:51.708290,2023-07-02 13:41:01.940558,0 days 00:02:10.232268,4,3,0.0221,87,SGD,2,6,,transform_padding,COMPLETE,4,3
19,0.560193062,2023-07-02 13:41:01.940558,2023-07-02 13:43:21.214866,0 days 00:02:19.274308,4,5,0.0384,65,RMSprop,6,4,,transform_padding,COMPLETE,4,3
20,0.174774289,2023-07-02 13:43:21.214866,2023-07-02 13:48:58.383083,0 days 00:05:37.168217,3,7,0.0075,4,SGD,4,2,,transform_padding,COMPLETE,4,3
21,0.164334014,2023-07-02 13:48:58.383083,2023-07-02 13:52:20.760068,0 days 00:03:22.376985,4,7,0.0895,85,SGD,4,2,,transform_padding,COMPLETE,4,3
22,0.165636092,2023-07-02 13:52:20.761135,2023-07-02 13:55:43.408414,0 days 00:03:22.647279,4,7,0.0456,86,SGD,4,2,,transform_padding,COMPLETE,4,3
23,0.174357861,2023-07-02 13:55:43.408414,2023-07-02 13:59:04.911075,0 days 00:03:21.502661,4,7,0.0966,73,SGD,4,2,,transform_padding,COMPLETE,4,3
24,0.159433901,2023-07-02 13:59:04.911075,2023-07-02 14:02:27.511923,0 days 00:03:22.600848,4,7,0.0299,61,SGD,4,2,,transform_padding,COMPLETE,4,3
25,0.168802559,2023-07-02 14:02:27.511923,2023-07-02 14:05:49.004661,0 days 00:03:21.492738,4,7,0.0421,90,SGD,4,2,,transform_padding,COMPLETE,4,3
26,0.186387718,2023-07-02 14:05:49.004661,2023-07-02 14:09:12.409745,0 days 00:03:23.405084,4,7,0.0182,80,SGD,4,2,,transform_padding,COMPLETE,4,3
27,0.308649659,2023-07-02 14:09:12.409745,2023-07-02 14:11:28.347053,0 days 00:02:15.937308,4,3,0.0586,70,Adam,6,4,,transform_padding,COMPLETE,4,3
28,0.560450494,2023-07-02 14:11:28.347053,2023-07-02 14:14:16.651664,0 days 00:02:48.304611,4,5,0.0995,18,RMSprop,2,2,,transform_padding,COMPLETE,4,3
29,0.274188936,2023-07-02 14:14:16.651664,2023-07-02 14:16:32.770191,0 days 00:02:16.118527,3,7,0.0477,45,SGD,4,6,,transform_padding,COMPLETE,4,3
30,0.55988574,2023-07-02 14:16:32.770191,2023-07-02 14:19:13.690527,0 days 00:02:40.920336,5,7,0.0531,83,Adam,4,2,,transform_padding,COMPLETE,4,3
31,0.15030089,2023-07-02 14:19:13.690527,2023-07-02 14:22:35.669188,0 days 00:03:21.978661,4,7,0.0296,65,SGD,4,2,,transform_padding,COMPLETE,4,3
32,0.14349626,2023-07-02 14:22:35.670191,2023-07-02 14:25:58.823574,0 days 00:03:23.153383,4,7,0.0262,60,SGD,4,2,,transform_padding,COMPLETE,4,3
33,0.169778258,2023-07-02 14:25:58.823574,2023-07-02 14:29:20.411522,0 days 00:03:21.587948,4,7,0.0104,61,SGD,4,2,,transform_padding,COMPLETE,4,3
34,0.165947601,2023-07-02 14:29:20.411522,2023-07-02 14:32:43.290817,0 days 00:03:22.879295,4,7,0.022,63,SGD,4,2,,transform_padding,COMPLETE,4,3
35,0.161389351,2023-07-02 14:32:43.290817,2023-07-02 14:35:06.459391,0 days 00:02:23.168574,5,7,0.0239,56,SGD,2,2,,transform_padding,COMPLETE,4,3
36,0.316657245,2023-07-02 14:35:06.460392,2023-07-02 14:37:15.273942,0 days 00:02:08.813550,4,7,0.0115,43,RMSprop,4,6,,transform_padding,COMPLETE,4,3
37,0.377228975,2023-07-02 14:37:15.273942,2023-07-02 14:39:55.237440,0 days 00:02:39.963498,5,7,0.0054,73,Adam,4,2,,transform_padding,COMPLETE,4,3
38,0.178926349,2023-07-02 14:39:55.237440,2023-07-02 14:45:32.179567,0 days 00:05:36.942127,3,7,0.0155,37,SGD,4,2,,transform_padding,COMPLETE,4,3
39,0.383172691,2023-07-02 14:45:32.179567,2023-07-02 14:47:41.466216,0 days 00:02:09.286649,4,3,0.0262,22,RMSprop,2,4,,transform_padding,COMPLETE,4,3
40,0.162146956,2023-07-02 14:47:41.466216,2023-07-02 14:50:20.524010,0 days 00:02:39.057794,5,7,0.0116,56,SGD,6,2,,transform_padding,COMPLETE,4,3
41,0.174123675,2023-07-02 14:50:20.524010,2023-07-02 14:53:42.818738,0 days 00:03:22.294728,4,7,0.0632,94,SGD,4,2,,transform_padding,COMPLETE,4,3
0,0.554507434,2023-07-02 15:05:22.023548,2023-07-02 15:08:03.028699,0 days 00:02:41.005151,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,0,4
1,10000,2023-07-02 15:08:03.028699,2023-07-02 15:08:03.038206,0 days 00:00:00.009507,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,0,4
2,0.221393555,2023-07-02 15:08:03.038206,2023-07-02 15:10:37.978886,0 days 00:02:34.940680,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,0,4
3,0.199331164,2023-07-02 15:10:37.978886,2023-07-02 15:14:01.923999,0 days 00:03:23.945113,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,0,4
4,0.381360769,2023-07-02 15:14:01.923999,2023-07-02 15:16:19.693207,0 days 00:02:17.769208,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,0,4
5,0.549765706,2023-07-02 15:16:19.694208,2023-07-02 15:18:57.417706,0 days 00:02:37.723498,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,0,4
6,0.302543133,2023-07-02 15:18:57.417706,2023-07-02 15:21:16.657324,0 days 00:02:19.239618,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,0,4
7,0.466178,2023-07-02 15:21:16.657324,2023-07-02 15:23:39.572193,0 days 00:02:22.914869,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,0,4
8,0.238858283,2023-07-02 15:23:39.572193,2023-07-02 15:26:53.809952,0 days 00:03:14.237759,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,0,4
9,0.320591986,2023-07-02 15:26:53.809952,2023-07-02 15:29:12.414233,0 days 00:02:18.604281,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,0,4
10,0.460513771,2023-07-02 15:29:12.414233,2023-07-02 15:31:29.815782,0 days 00:02:17.401549,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,0,4
11,0.229352757,2023-07-02 15:31:29.816783,2023-07-02 15:34:52.605287,0 days 00:03:22.788504,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,0,4
12,0.219792813,2023-07-02 15:34:52.605287,2023-07-02 15:37:27.051490,0 days 00:02:34.446203,5,7,0.0266,78,SGD,4,2,,transform_padding,COMPLETE,0,4
13,0.234861374,2023-07-02 15:37:27.052491,2023-07-02 15:40:48.943209,0 days 00:03:21.890718,4,7,0.0025,77,SGD,4,2,,transform_padding,COMPLETE,0,4
14,0.250652552,2023-07-02 15:40:48.944209,2023-07-02 15:45:01.810453,0 days 00:04:12.866244,3,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,0,4
15,0.439896077,2023-07-02 15:45:01.810453,2023-07-02 15:47:09.909075,0 days 00:02:08.098622,5,5,0.0335,77,SGD,6,6,,transform_padding,COMPLETE,0,4
16,0.223802373,2023-07-02 15:47:09.909075,2023-07-02 15:50:31.478268,0 days 00:03:21.569193,4,7,0.0039,69,SGD,4,2,,transform_padding,COMPLETE,0,4
17,0.19836776,2023-07-02 15:50:31.478268,2023-07-02 15:53:05.272929,0 days 00:02:33.794661,5,7,0.0398,83,SGD,4,2,,transform_padding,COMPLETE,0,4
18,0.554579973,2023-07-02 15:53:05.272929,2023-07-02 15:55:17.163096,0 days 00:02:11.890167,4,3,0.0863,87,SGD,2,6,,transform_padding,COMPLETE,0,4
19,0.391446352,2023-07-02 15:55:17.163096,2023-07-02 15:57:37.495294,0 days 00:02:20.332198,3,5,0.0304,64,RMSprop,6,4,,transform_padding,COMPLETE,0,4
20,0.245749399,2023-07-02 15:57:37.495294,2023-07-02 16:00:11.772400,0 days 00:02:34.277106,5,7,0.0085,87,SGD,4,2,,transform_padding,COMPLETE,0,4
21,0.203588843,2023-07-02 16:00:11.772400,2023-07-02 16:02:46.118085,0 days 00:02:34.345685,5,7,0.0372,85,SGD,4,2,,transform_padding,COMPLETE,0,4
22,0.216161251,2023-07-02 16:02:46.118085,2023-07-02 16:05:19.561119,0 days 00:02:33.443034,5,7,0.0388,86,SGD,4,2,,transform_padding,COMPLETE,0,4
23,0.206287786,2023-07-02 16:05:19.562124,2023-07-02 16:07:54.105873,0 days 00:02:34.543749,5,7,0.0966,63,SGD,4,2,,transform_padding,COMPLETE,0,4
24,0.223603651,2023-07-02 16:07:54.105873,2023-07-02 16:10:28.723343,0 days 00:02:34.617470,5,7,0.0143,83,SGD,4,2,,transform_padding,COMPLETE,0,4
25,0.195058495,2023-07-02 16:10:28.723343,2023-07-02 16:13:51.040638,0 days 00:03:22.317295,4,7,0.0421,93,SGD,4,2,,transform_padding,COMPLETE,0,4
26,0.192422375,2023-07-02 16:13:51.040638,2023-07-02 16:17:14.236285,0 days 00:03:23.195647,4,7,0.0525,92,SGD,4,2,,transform_padding,COMPLETE,0,4
27,0.427043051,2023-07-02 16:17:14.236285,2023-07-02 16:19:22.999810,0 days 00:02:08.763525,4,3,0.0222,94,Adam,2,4,,transform_padding,COMPLETE,0,4
28,0.55450511,2023-07-02 16:19:23.000809,2023-07-02 16:22:29.110647,0 days 00:03:06.109838,4,5,0.0521,3,RMSprop,4,2,,transform_padding,COMPLETE,0,4
29,0.328164816,2023-07-02 16:22:29.110647,2023-07-02 16:24:36.764995,0 days 00:02:07.654348,4,7,0.0537,100,SGD,6,6,,transform_padding,COMPLETE,0,4
30,0.197202027,2023-07-02 16:24:36.764995,2023-07-02 16:28:09.337942,0 days 00:03:32.572947,4,7,0.0116,44,Adam,4,2,,transform_padding,COMPLETE,0,4
31,0.553664088,2023-07-02 16:28:09.337942,2023-07-02 16:31:41.913072,0 days 00:03:32.575130,4,7,0.0213,22,Adam,4,2,,transform_padding,COMPLETE,0,4
32,0.554459214,2023-07-02 16:31:41.913072,2023-07-02 16:35:16.220362,0 days 00:03:34.307290,4,7,0.0604,39,Adam,4,2,,transform_padding,COMPLETE,0,4
33,0.196891904,2023-07-02 16:35:16.221363,2023-07-02 16:38:47.320359,0 days 00:03:31.098996,4,7,0.012,92,Adam,4,2,,transform_padding,COMPLETE,0,4
34,0.233606622,2023-07-02 16:38:47.320359,2023-07-02 16:42:20.735756,0 days 00:03:33.415397,4,7,0.0103,45,Adam,4,2,,transform_padding,COMPLETE,0,4
35,0.219143316,2023-07-02 16:42:20.735756,2023-07-02 16:45:52.540403,0 days 00:03:31.804647,4,7,0.0049,92,Adam,4,2,,transform_padding,COMPLETE,0,4
36,0.176931739,2023-07-02 16:45:52.541405,2023-07-02 16:49:18.296464,0 days 00:03:25.755059,4,7,0.0137,58,Adam,2,2,,transform_padding,COMPLETE,0,4
37,10000,2023-07-02 16:49:18.296464,2023-07-02 16:49:18.327978,0 days 00:00:00.031514,4,7,0.0199,61,Adam,2,6,,transform_padding,COMPLETE,0,4
38,0.207076997,2023-07-02 16:49:18.327978,2023-07-02 16:52:43.101394,0 days 00:03:24.773416,4,7,0.0028,20,Adam,2,2,,transform_padding,COMPLETE,0,4
39,0.256214082,2023-07-02 16:52:43.101394,2023-07-02 16:56:54.697436,0 days 00:04:11.596042,3,3,0.0077,92,Adam,2,2,,transform_padding,COMPLETE,0,4
40,0.341611147,2023-07-02 16:56:54.697436,2023-07-02 16:59:12.663917,0 days 00:02:17.966481,4,7,0.0168,70,RMSprop,2,4,,transform_padding,COMPLETE,0,4
41,0.182685763,2023-07-02 16:59:12.663917,2023-07-02 17:02:36.726314,0 days 00:03:24.062397,4,7,0.0107,39,Adam,2,2,,transform_padding,COMPLETE,0,4
0,0.537908435,2023-07-02 17:02:39.472537,2023-07-02 17:05:19.263022,0 days 00:02:39.790485,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,1,4
1,10000,2023-07-02 17:05:19.263022,2023-07-02 17:05:19.275156,0 days 00:00:00.012134,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,1,4
2,0.202187985,2023-07-02 17:05:19.275156,2023-07-02 17:07:52.829959,0 days 00:02:33.554803,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,1,4
3,0.177458286,2023-07-02 17:07:52.829959,2023-07-02 17:11:15.692629,0 days 00:03:22.862670,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,1,4
4,0.343899727,2023-07-02 17:11:15.692629,2023-07-02 17:13:33.749800,0 days 00:02:18.057171,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,1,4
5,0.532510579,2023-07-02 17:13:33.749800,2023-07-02 17:16:11.443900,0 days 00:02:37.694100,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,1,4
6,0.274018019,2023-07-02 17:16:11.443900,2023-07-02 17:18:30.819549,0 days 00:02:19.375649,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,1,4
7,0.24940595,2023-07-02 17:18:30.819549,2023-07-02 17:20:54.103487,0 days 00:02:23.283938,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,1,4
8,0.259660155,2023-07-02 17:20:54.104489,2023-07-02 17:24:08.682636,0 days 00:03:14.578147,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,1,4
9,0.322483361,2023-07-02 17:24:08.682636,2023-07-02 17:26:26.600702,0 days 00:02:17.918066,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,1,4
10,0.437658519,2023-07-02 17:26:26.600702,2023-07-02 17:28:43.425238,0 days 00:02:16.824536,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,1,4
11,0.207833335,2023-07-02 17:28:43.426239,2023-07-02 17:32:06.159583,0 days 00:03:22.733344,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,1,4
12,0.173613518,2023-07-02 17:32:06.159583,2023-07-02 17:34:39.362705,0 days 00:02:33.203122,5,7,0.0266,78,SGD,4,2,,transform_padding,COMPLETE,1,4
13,0.242278323,2023-07-02 17:34:39.362705,2023-07-02 17:38:03.193792,0 days 00:03:23.831087,4,7,0.0025,77,SGD,4,2,,transform_padding,COMPLETE,1,4
14,0.255890012,2023-07-02 17:38:03.194826,2023-07-02 17:42:15.881677,0 days 00:04:12.686851,3,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,1,4
15,0.395011634,2023-07-02 17:42:15.881677,2023-07-02 17:44:24.688537,0 days 00:02:08.806860,5,5,0.0335,77,SGD,6,6,,transform_padding,COMPLETE,1,4
16,0.225621268,2023-07-02 17:44:24.688537,2023-07-02 17:47:48.592350,0 days 00:03:23.903813,4,7,0.0039,69,SGD,4,2,,transform_padding,COMPLETE,1,4
17,0.184973881,2023-07-02 17:47:48.592350,2023-07-02 17:50:22.833075,0 days 00:02:34.240725,5,7,0.0398,83,SGD,4,2,,transform_padding,COMPLETE,1,4
18,0.538291693,2023-07-02 17:50:22.833075,2023-07-02 17:52:34.880281,0 days 00:02:12.047206,4,3,0.0221,87,SGD,2,6,,transform_padding,COMPLETE,1,4
19,0.521677613,2023-07-02 17:52:34.880281,2023-07-02 17:54:56.410946,0 days 00:02:21.530665,3,5,0.0922,65,RMSprop,6,4,,transform_padding,COMPLETE,1,4
20,0.20324707,2023-07-02 17:54:56.411946,2023-07-02 17:58:19.335141,0 days 00:03:22.923195,4,7,0.0085,4,SGD,4,2,,transform_padding,COMPLETE,1,4
21,0.175305456,2023-07-02 17:58:19.335141,2023-07-02 18:00:53.291011,0 days 00:02:33.955870,5,7,0.0372,85,SGD,4,2,,transform_padding,COMPLETE,1,4
22,0.189889848,2023-07-02 18:00:53.291011,2023-07-02 18:03:26.985396,0 days 00:02:33.694385,5,7,0.0378,86,SGD,4,2,,transform_padding,COMPLETE,1,4
23,0.176991865,2023-07-02 18:03:26.985396,2023-07-02 18:06:00.063399,0 days 00:02:33.078003,5,7,0.023,63,SGD,4,2,,transform_padding,COMPLETE,1,4
24,0.184932679,2023-07-02 18:06:00.063399,2023-07-02 18:08:34.271874,0 days 00:02:34.208475,5,7,0.0224,63,SGD,4,2,,transform_padding,COMPLETE,1,4
25,0.210023522,2023-07-02 18:08:34.272874,2023-07-02 18:11:08.286926,0 days 00:02:34.014052,5,7,0.0114,62,SGD,4,2,,transform_padding,COMPLETE,1,4
26,0.232809708,2023-07-02 18:11:08.286926,2023-07-02 18:13:41.850802,0 days 00:02:33.563876,5,7,0.0045,87,SGD,4,2,,transform_padding,COMPLETE,1,4
27,0.41638118,2023-07-02 18:13:41.851805,2023-07-02 18:15:55.437064,0 days 00:02:13.585259,5,3,0.0274,72,Adam,6,4,,transform_padding,COMPLETE,1,4
28,0.538120389,2023-07-02 18:15:55.437064,2023-07-02 18:18:17.890330,0 days 00:02:22.453266,5,5,0.0496,18,RMSprop,2,2,,transform_padding,COMPLETE,1,4
29,0.398423851,2023-07-02 18:18:17.890330,2023-07-02 18:20:32.909821,0 days 00:02:15.019491,5,7,0.054,39,SGD,4,6,,transform_padding,COMPLETE,1,4
30,0.416759342,2023-07-02 18:20:32.909821,2023-07-02 18:23:12.552847,0 days 00:02:39.643026,5,7,0.0134,57,Adam,4,2,,transform_padding,COMPLETE,1,4
31,0.183301687,2023-07-02 18:23:12.552847,2023-07-02 18:25:46.799299,0 days 00:02:34.246452,5,7,0.0585,79,SGD,4,2,,transform_padding,COMPLETE,1,4
32,0.182344049,2023-07-02 18:25:46.799299,2023-07-02 18:28:20.517486,0 days 00:02:33.718187,5,7,0.0561,74,SGD,4,2,,transform_padding,COMPLETE,1,4
33,0.188666165,2023-07-02 18:28:20.517486,2023-07-02 18:30:54.429773,0 days 00:02:33.912287,5,7,0.0198,93,SGD,4,2,,transform_padding,COMPLETE,1,4
34,0.223889992,2023-07-02 18:30:54.430774,2023-07-02 18:36:34.032057,0 days 00:05:39.601283,3,7,0.0812,45,SGD,4,2,,transform_padding,COMPLETE,1,4
35,0.181368038,2023-07-02 18:36:34.033056,2023-07-02 18:38:57.826451,0 days 00:02:23.793395,5,7,0.0239,82,SGD,2,2,,transform_padding,COMPLETE,1,4
36,0.532074928,2023-07-02 18:38:57.826451,2023-07-02 18:41:07.304318,0 days 00:02:09.477867,4,7,0.0975,91,RMSprop,4,6,,transform_padding,COMPLETE,1,4
37,0.524251699,2023-07-02 18:41:07.304318,2023-07-02 18:43:47.672262,0 days 00:02:40.367944,5,7,0.0135,59,Adam,4,2,,transform_padding,COMPLETE,1,4
38,0.217199847,2023-07-02 18:43:47.672262,2023-07-02 18:49:25.827338,0 days 00:05:38.155076,3,7,0.0082,67,SGD,4,2,,transform_padding,COMPLETE,1,4
