number,value,datetime_start,datetime_complete,duration,blocks,kernel_size,learning_rate,modelSeed,optimizer,padding,stride,user_attrs_datatype,user_attrs_transform,state,inner_fold,outer_fold
11,0.215387464,2023-07-01 12:20:39.957782,2023-07-01 12:23:02.425033,0 days 00:02:22.467251,4,5,0.0164,75,Adam,2,2,,transform_padding,COMPLETE,2,1
12,0.252095819,2023-07-01 12:23:02.425033,2023-07-01 12:25:16.360294,0 days 00:02:13.935261,4,5,0.003,77,SGD,2,2,,transform_padding,COMPLETE,2,1
13,0.215362161,2023-07-01 12:25:16.360294,2023-07-01 12:27:37.675345,0 days 00:02:21.315051,4,5,0.0296,74,Adam,2,2,,transform_padding,COMPLETE,2,1
14,0.210408136,2023-07-01 12:27:37.675345,2023-07-01 12:29:58.911241,0 days 00:02:21.235896,4,5,0.022,70,Adam,2,2,,transform_padding,COMPLETE,2,1
15,0.489537299,2023-07-01 12:29:58.911241,2023-07-01 12:31:15.167655,0 days 00:01:16.256414,4,5,0.0015,69,Adam,2,6,,transform_padding,COMPLETE,2,1
16,0.224282071,2023-07-01 12:31:15.167655,2023-07-01 12:33:36.296836,0 days 00:02:21.129181,4,5,0.0003,64,Adam,2,2,,transform_padding,COMPLETE,2,1
17,0.22160539,2023-07-01 12:33:36.296836,2023-07-01 12:37:36.190360,0 days 00:03:59.893524,3,5,0.0361,86,Adam,2,2,,transform_padding,COMPLETE,2,1
18,0.557305574,2023-07-01 12:37:36.190360,2023-07-01 12:38:50.832256,0 days 00:01:14.641896,4,3,0.004,4,Adam,6,6,,transform_padding,COMPLETE,2,1
19,0.307937384,2023-07-01 12:38:50.832256,2023-07-01 12:40:16.494331,0 days 00:01:25.662075,4,5,0.0304,64,Adam,2,4,,transform_padding,COMPLETE,2,1
20,0.198703215,2023-07-01 12:40:16.494331,2023-07-01 12:44:05.753700,0 days 00:03:49.259369,3,5,0.0095,87,RMSprop,2,2,,transform_padding,COMPLETE,2,1
21,0.227051407,2023-07-01 12:44:05.753700,2023-07-01 12:47:56.288123,0 days 00:03:50.534423,3,5,0.0111,87,RMSprop,2,2,,transform_padding,COMPLETE,2,1
22,0.220263988,2023-07-01 12:47:56.288123,2023-07-01 12:51:46.346191,0 days 00:03:50.058068,3,5,0.0289,86,RMSprop,2,2,,transform_padding,COMPLETE,2,1
23,0.225157425,2023-07-01 12:51:46.347191,2023-07-01 12:55:35.849244,0 days 00:03:49.502053,3,5,0.0069,68,RMSprop,2,2,,transform_padding,COMPLETE,2,1
24,0.215923756,2023-07-01 12:55:35.849244,2023-07-01 12:59:25.288071,0 days 00:03:49.438827,3,5,0.0299,100,RMSprop,2,2,,transform_padding,COMPLETE,2,1
25,0.236427888,2023-07-01 12:59:25.289072,2023-07-01 13:02:48.688417,0 days 00:03:23.399345,4,5,0.0046,90,Adam,6,2,,transform_padding,COMPLETE,2,1
26,0.242039472,2023-07-01 13:02:48.688417,2023-07-01 13:06:15.961145,0 days 00:03:27.272728,3,3,0.0108,80,RMSprop,2,2,,transform_padding,COMPLETE,2,1
27,0.336593747,2023-07-01 13:06:15.961145,2023-07-01 13:07:40.171682,0 days 00:01:24.210537,4,5,0.0994,59,Adam,2,4,,transform_padding,COMPLETE,2,1
28,0.18614012,2023-07-01 13:07:40.171682,2023-07-01 13:11:40.612423,0 days 00:04:00.440741,3,5,0.0423,72,Adam,2,2,,transform_padding,COMPLETE,2,1
29,0.354033411,2023-07-01 13:11:40.612423,2023-07-01 13:13:04.156053,0 days 00:01:23.543630,3,5,0.0477,39,RMSprop,6,6,,transform_padding,COMPLETE,2,1
30,0.269014895,2023-07-01 13:13:04.156053,2023-07-01 13:16:43.406248,0 days 00:03:39.250195,3,3,0.0511,83,Adam,2,2,,transform_padding,COMPLETE,2,1
31,0.236098289,2023-07-01 13:16:43.406248,2023-07-01 13:20:43.026995,0 days 00:03:59.620747,3,5,0.0216,72,Adam,2,2,,transform_padding,COMPLETE,2,1
32,0.557189882,2023-07-01 13:20:43.026995,2023-07-01 13:22:26.041241,0 days 00:01:43.014246,5,5,0.0552,62,Adam,2,2,,transform_padding,COMPLETE,2,1
33,0.224474877,2023-07-01 13:22:26.041241,2023-07-01 13:26:25.551996,0 days 00:03:59.510755,3,5,0.0169,43,Adam,2,2,,transform_padding,COMPLETE,2,1
34,0.555887818,2023-07-01 13:26:25.551996,2023-07-01 13:28:08.914875,0 days 00:01:43.362879,5,5,0.0311,72,Adam,2,2,,transform_padding,COMPLETE,2,1
35,0.210488722,2023-07-01 13:28:08.914875,2023-07-01 13:30:30.150006,0 days 00:02:21.235131,4,5,0.0129,78,Adam,2,2,,transform_padding,COMPLETE,2,1
36,0.246576637,2023-07-01 13:30:30.151006,2023-07-01 13:35:40.888343,0 days 00:05:10.737337,3,7,0.0146,95,SGD,4,2,,transform_padding,COMPLETE,2,1
37,0.458991766,2023-07-01 13:35:40.888343,2023-07-01 13:37:01.829185,0 days 00:01:20.940842,5,5,0.0104,79,RMSprop,2,6,,transform_padding,COMPLETE,2,1
38,0.233145446,2023-07-01 13:37:01.829185,2023-07-01 13:42:10.154867,0 days 00:05:08.325682,3,7,0.0647,20,Adam,2,2,,transform_padding,COMPLETE,2,1
39,0.209364578,2023-07-01 13:42:10.154867,2023-07-01 13:44:49.889570,0 days 00:02:39.734703,4,5,0.0077,92,Adam,4,2,,transform_padding,COMPLETE,2,1
40,0.557305574,2023-07-01 13:44:49.889570,2023-07-01 13:46:13.184716,0 days 00:01:23.295146,4,3,0.0064,92,RMSprop,4,4,,transform_padding,COMPLETE,2,1
41,0.192764208,2023-07-01 13:46:13.184716,2023-07-01 13:48:52.671602,0 days 00:02:39.486886,4,5,0.0166,100,Adam,4,2,,transform_padding,COMPLETE,2,1
0,0.55585146,2023-07-01 13:48:53.533419,2023-07-01 13:50:59.818673,0 days 00:02:06.285254,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,3,1
1,10000,2023-07-01 13:50:59.818673,2023-07-01 13:50:59.825672,0 days 00:00:00.006999,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,3,1
2,0.167527363,2023-07-01 13:50:59.825672,2023-07-01 13:53:03.583283,0 days 00:02:03.757611,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,3,1
3,0.146660894,2023-07-01 13:53:03.583283,2023-07-01 13:55:55.076782,0 days 00:02:51.493499,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,3,1
4,0.313431203,2023-07-01 13:55:55.076782,2023-07-01 13:57:20.498679,0 days 00:01:25.421897,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,3,1
5,0.539189696,2023-07-01 13:57:20.498679,2023-07-01 13:59:27.291620,0 days 00:02:06.792941,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,3,1
6,0.254737437,2023-07-01 13:59:27.291620,2023-07-01 14:00:51.896208,0 days 00:01:24.604588,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,3,1
7,0.191560686,2023-07-01 14:00:51.896208,2023-07-01 14:02:34.531109,0 days 00:01:42.634901,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,3,1
8,0.191433489,2023-07-01 14:02:34.531109,2023-07-01 14:05:18.324368,0 days 00:02:43.793259,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,3,1
9,0.269748032,2023-07-01 14:05:18.324368,2023-07-01 14:06:43.345285,0 days 00:01:25.020917,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,3,1
10,0.439394206,2023-07-01 14:06:43.345285,2023-07-01 14:08:07.554297,0 days 00:01:24.209012,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,3,1
11,0.172768638,2023-07-01 14:08:07.554297,2023-07-01 14:10:59.410252,0 days 00:02:51.855955,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,3,1
12,0.171143085,2023-07-01 14:10:59.410252,2023-07-01 14:13:01.522849,0 days 00:02:02.112597,5,7,0.0266,78,SGD,4,2,,transform_padding,COMPLETE,3,1
13,0.191923022,2023-07-01 14:13:01.522849,2023-07-01 14:15:53.563514,0 days 00:02:52.040665,4,7,0.003,80,SGD,4,2,,transform_padding,COMPLETE,3,1
14,0.215477586,2023-07-01 14:15:53.564514,2023-07-01 14:19:33.916909,0 days 00:03:40.352395,3,3,0.0285,80,SGD,4,2,,transform_padding,COMPLETE,3,1
15,0.379853189,2023-07-01 14:19:33.916909,2023-07-01 14:20:53.707642,0 days 00:01:19.790733,5,5,0.0349,69,SGD,6,6,,transform_padding,COMPLETE,3,1
16,0.187498212,2023-07-01 14:20:53.707642,2023-07-01 14:23:45.367504,0 days 00:02:51.659862,4,7,0.0038,90,SGD,4,2,,transform_padding,COMPLETE,3,1
17,0.154960498,2023-07-01 14:23:45.367504,2023-07-01 14:26:37.927179,0 days 00:02:52.559675,4,7,0.0853,67,SGD,4,2,,transform_padding,COMPLETE,3,1
18,0.555979192,2023-07-01 14:26:37.927179,2023-07-01 14:27:51.725568,0 days 00:01:13.798389,4,3,0.0829,71,SGD,2,6,,transform_padding,COMPLETE,3,1
19,0.555924594,2023-07-01 14:27:51.725568,2023-07-01 14:29:18.207202,0 days 00:01:26.481634,4,5,0.0414,63,RMSprop,6,4,,transform_padding,COMPLETE,3,1
20,0.157317966,2023-07-01 14:29:18.207202,2023-07-01 14:32:09.992998,0 days 00:02:51.785796,4,7,0.0976,4,SGD,4,2,,transform_padding,COMPLETE,3,1
21,0.142891437,2023-07-01 14:32:09.992998,2023-07-01 14:35:03.387916,0 days 00:02:53.394918,4,7,0.0953,9,SGD,4,2,,transform_padding,COMPLETE,3,1
22,0.168068022,2023-07-01 14:35:03.387916,2023-07-01 14:37:55.795191,0 days 00:02:52.407275,4,7,0.0376,17,SGD,4,2,,transform_padding,COMPLETE,3,1
23,0.154949605,2023-07-01 14:37:55.795191,2023-07-01 14:40:49.352050,0 days 00:02:53.556859,4,7,0.04,22,SGD,4,2,,transform_padding,COMPLETE,3,1
24,0.156552061,2023-07-01 14:40:49.352050,2023-07-01 14:43:42.136623,0 days 00:02:52.784573,4,7,0.0143,18,SGD,4,2,,transform_padding,COMPLETE,3,1
25,0.159230277,2023-07-01 14:43:42.137623,2023-07-01 14:46:35.181449,0 days 00:02:53.043826,4,7,0.0421,20,SGD,4,2,,transform_padding,COMPLETE,3,1
26,0.198639572,2023-07-01 14:46:35.182450,2023-07-01 14:51:45.562100,0 days 00:05:10.379650,3,7,0.047,11,SGD,4,2,,transform_padding,COMPLETE,3,1
27,0.325283229,2023-07-01 14:51:45.562100,2023-07-01 14:53:09.400881,0 days 00:01:23.838781,4,3,0.0075,26,Adam,2,4,,transform_padding,COMPLETE,3,1
28,0.555528283,2023-07-01 14:53:09.400881,2023-07-01 14:55:44.030160,0 days 00:02:34.629279,4,5,0.026,39,RMSprop,4,2,,transform_padding,COMPLETE,3,1
29,0.299738228,2023-07-01 14:55:44.030160,2023-07-01 14:57:07.068365,0 days 00:01:23.038205,4,7,0.0477,44,SGD,6,6,,transform_padding,COMPLETE,3,1
30,0.183179006,2023-07-01 14:57:07.068365,2023-07-01 15:02:43.296850,0 days 00:05:36.228485,3,7,0.0621,1,Adam,4,2,,transform_padding,COMPLETE,3,1
31,0.154158056,2023-07-01 15:02:43.296850,2023-07-01 15:06:06.161427,0 days 00:03:22.864577,4,7,0.0867,61,SGD,4,2,,transform_padding,COMPLETE,3,1
32,0.13877359,2023-07-01 15:06:06.161427,2023-07-01 15:09:28.202825,0 days 00:03:22.041398,4,7,0.0523,62,SGD,4,2,,transform_padding,COMPLETE,3,1
33,0.16786854,2023-07-01 15:09:28.202825,2023-07-01 15:12:51.229683,0 days 00:03:23.026858,4,7,0.02,61,SGD,4,2,,transform_padding,COMPLETE,3,1
34,0.145051211,2023-07-01 15:12:51.229683,2023-07-01 15:16:14.130260,0 days 00:03:22.900577,4,7,0.0579,74,SGD,4,2,,transform_padding,COMPLETE,3,1
35,0.161939651,2023-07-01 15:16:14.130260,2023-07-01 15:19:30.445935,0 days 00:03:16.315675,4,7,0.0125,90,SGD,2,2,,transform_padding,COMPLETE,3,1
36,0.344009876,2023-07-01 15:19:30.445935,2023-07-01 15:21:38.738883,0 days 00:02:08.292948,4,7,0.0218,75,RMSprop,4,6,,transform_padding,COMPLETE,3,1
37,0.555457771,2023-07-01 15:21:38.738883,2023-07-01 15:24:17.741635,0 days 00:02:39.002752,5,7,0.0634,85,Adam,4,2,,transform_padding,COMPLETE,3,1
38,0.192684859,2023-07-01 15:24:17.741635,2023-07-01 15:29:55.122871,0 days 00:05:37.381236,3,7,0.0647,57,SGD,4,2,,transform_padding,COMPLETE,3,1
39,0.301769912,2023-07-01 15:29:55.122871,2023-07-01 15:32:01.912468,0 days 00:02:06.789597,4,3,0.0217,74,RMSprop,2,4,,transform_padding,COMPLETE,3,1
40,0.188422412,2023-07-01 15:32:01.913468,2023-07-01 15:34:39.446634,0 days 00:02:37.533166,5,7,0.0115,85,SGD,6,2,,transform_padding,COMPLETE,3,1
41,0.156170949,2023-07-01 15:34:39.446634,2023-07-01 15:38:02.422826,0 days 00:03:22.976192,4,7,0.0624,63,SGD,4,2,,transform_padding,COMPLETE,3,1
0,0.555541992,2023-07-01 15:38:06.045296,2023-07-01 15:40:46.036946,0 days 00:02:39.991650,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,4,1
1,10000,2023-07-01 15:40:46.036946,2023-07-01 15:40:46.047947,0 days 00:00:00.011001,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,4,1
2,0.21021305,2023-07-01 15:40:46.047947,2023-07-01 15:43:19.496476,0 days 00:02:33.448529,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,4,1
3,0.188307166,2023-07-01 15:43:19.496476,2023-07-01 15:46:42.099624,0 days 00:03:22.603148,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,4,1
4,0.338226199,2023-07-01 15:46:42.099624,2023-07-01 15:48:58.789444,0 days 00:02:16.689820,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,4,1
5,0.532138765,2023-07-01 15:48:58.789444,2023-07-01 15:51:35.889046,0 days 00:02:37.099602,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,4,1
6,0.262911081,2023-07-01 15:51:35.889046,2023-07-01 15:53:53.912283,0 days 00:02:18.023237,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,4,1
7,0.496811152,2023-07-01 15:53:53.912283,2023-07-01 15:56:16.913304,0 days 00:02:23.001021,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,4,1
8,0.231377393,2023-07-01 15:56:16.914305,2023-07-01 15:59:30.593712,0 days 00:03:13.679407,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,4,1
9,0.243166253,2023-07-01 15:59:30.593712,2023-07-01 16:01:49.098728,0 days 00:02:18.505016,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,4,1
10,0.449890256,2023-07-01 16:01:49.098728,2023-07-01 16:04:05.348357,0 days 00:02:16.249629,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,4,1
11,0.21341148,2023-07-01 16:04:05.348357,2023-07-01 16:07:26.572549,0 days 00:03:21.224192,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,4,1
12,0.196134508,2023-07-01 16:07:26.572549,2023-07-01 16:10:01.106287,0 days 00:02:34.533738,5,7,0.0266,78,SGD,4,2,,transform_padding,COMPLETE,4,1
13,0.242347166,2023-07-01 16:10:01.106287,2023-07-01 16:13:22.334163,0 days 00:03:21.227876,4,7,0.0025,77,SGD,4,2,,transform_padding,COMPLETE,4,1
14,0.222215161,2023-07-01 16:13:22.334163,2023-07-01 16:17:35.273832,0 days 00:04:12.939669,3,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,4,1
15,0.367862403,2023-07-01 16:17:35.273832,2023-07-01 16:19:43.875059,0 days 00:02:08.601227,5,5,0.0335,77,SGD,6,6,,transform_padding,COMPLETE,4,1
16,0.237653792,2023-07-01 16:19:43.875059,2023-07-01 16:23:04.328072,0 days 00:03:20.453013,4,7,0.0039,69,SGD,4,2,,transform_padding,COMPLETE,4,1
17,0.18923597,2023-07-01 16:23:04.328072,2023-07-01 16:25:38.864612,0 days 00:02:34.536540,5,7,0.0398,83,SGD,4,2,,transform_padding,COMPLETE,4,1
18,0.556312501,2023-07-01 16:25:38.864612,2023-07-01 16:27:49.834693,0 days 00:02:10.970081,4,3,0.0863,87,SGD,2,6,,transform_padding,COMPLETE,4,1
19,0.287001252,2023-07-01 16:27:49.834693,2023-07-01 16:30:09.457123,0 days 00:02:19.622430,3,5,0.0304,64,RMSprop,6,4,,transform_padding,COMPLETE,4,1
20,0.244709715,2023-07-01 16:30:09.457123,2023-07-01 16:32:43.856443,0 days 00:02:34.399320,5,7,0.0085,87,SGD,4,2,,transform_padding,COMPLETE,4,1
21,0.192685112,2023-07-01 16:32:43.856443,2023-07-01 16:35:17.712298,0 days 00:02:33.855855,5,7,0.0372,85,SGD,4,2,,transform_padding,COMPLETE,4,1
22,0.19364433,2023-07-01 16:35:17.712298,2023-07-01 16:37:50.732979,0 days 00:02:33.020681,5,7,0.0388,86,SGD,4,2,,transform_padding,COMPLETE,4,1
23,0.196846873,2023-07-01 16:37:50.732979,2023-07-01 16:40:24.083736,0 days 00:02:33.350757,5,7,0.0966,63,SGD,4,2,,transform_padding,COMPLETE,4,1
24,0.211002812,2023-07-01 16:40:24.083736,2023-07-01 16:42:58.051454,0 days 00:02:33.967718,5,7,0.0143,83,SGD,4,2,,transform_padding,COMPLETE,4,1
25,0.193411261,2023-07-01 16:42:58.051454,2023-07-01 16:46:20.124748,0 days 00:03:22.073294,4,7,0.0421,93,SGD,4,2,,transform_padding,COMPLETE,4,1
26,0.186147541,2023-07-01 16:46:20.124748,2023-07-01 16:48:54.179730,0 days 00:02:34.054982,5,7,0.0525,6,SGD,4,2,,transform_padding,COMPLETE,4,1
27,0.285916567,2023-07-01 16:48:54.180731,2023-07-01 16:51:11.856289,0 days 00:02:17.675558,3,3,0.0541,3,Adam,2,4,,transform_padding,COMPLETE,4,1
28,0.556211948,2023-07-01 16:51:11.856289,2023-07-01 16:53:35.883160,0 days 00:02:24.026871,5,5,0.0197,18,RMSprop,4,2,,transform_padding,COMPLETE,4,1
29,0.326648474,2023-07-01 16:53:35.883160,2023-07-01 16:55:43.645290,0 days 00:02:07.762130,4,7,0.0497,22,SGD,6,6,,transform_padding,COMPLETE,4,1
30,0.555183649,2023-07-01 16:55:43.645290,2023-07-01 16:58:24.041539,0 days 00:02:40.396249,5,7,0.0541,47,Adam,4,2,,transform_padding,COMPLETE,4,1
31,0.200036466,2023-07-01 16:58:24.041539,2023-07-01 17:00:57.493407,0 days 00:02:33.451868,5,7,0.0259,71,SGD,4,2,,transform_padding,COMPLETE,4,1
32,0.198022634,2023-07-01 17:00:57.494407,2023-07-01 17:03:31.541103,0 days 00:02:34.046696,5,7,0.066,59,SGD,4,2,,transform_padding,COMPLETE,4,1
33,0.19482325,2023-07-01 17:03:31.541103,2023-07-01 17:06:06.262772,0 days 00:02:34.721669,5,7,0.0198,44,SGD,4,2,,transform_padding,COMPLETE,4,1
34,0.213272303,2023-07-01 17:06:06.262772,2023-07-01 17:08:39.803088,0 days 00:02:33.540316,5,7,0.0115,91,SGD,4,2,,transform_padding,COMPLETE,4,1
35,0.177822575,2023-07-01 17:08:39.803088,2023-07-01 17:11:03.163349,0 days 00:02:23.360261,5,7,0.093,82,SGD,2,2,,transform_padding,COMPLETE,4,1
36,10000,2023-07-01 17:11:03.163349,2023-07-01 17:11:03.193362,0 days 00:00:00.030013,5,7,0.098,25,RMSprop,2,6,,transform_padding,COMPLETE,4,1
37,0.555234313,2023-07-01 17:11:03.193362,2023-07-01 17:13:29.398677,0 days 00:02:26.205315,5,7,0.0634,39,Adam,2,2,,transform_padding,COMPLETE,4,1
38,0.224001214,2023-07-01 17:13:29.398677,2023-07-01 17:18:40.054303,0 days 00:05:10.655626,3,7,0.0089,11,SGD,2,2,,transform_padding,COMPLETE,4,1
39,0.556312501,2023-07-01 17:18:40.055305,2023-07-01 17:21:00.288447,0 days 00:02:20.233142,5,3,0.0179,80,RMSprop,2,4,,transform_padding,COMPLETE,4,1
40,0.188573897,2023-07-01 17:21:00.289449,2023-07-01 17:24:16.882785,0 days 00:03:16.593336,4,7,0.0656,60,SGD,2,2,,transform_padding,COMPLETE,4,1
41,0.190743446,2023-07-01 17:24:16.882785,2023-07-01 17:27:32.500106,0 days 00:03:15.617321,4,7,0.054,73,SGD,2,2,,transform_padding,COMPLETE,4,1
0,0.549413383,2023-07-01 18:06:45.101153,2023-07-01 18:09:25.047097,0 days 00:02:39.945944,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,0,2
1,10000,2023-07-01 18:09:25.047097,2023-07-01 18:09:25.059602,0 days 00:00:00.012505,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,0,2
2,0.200303361,2023-07-01 18:09:25.059602,2023-07-01 18:11:58.366009,0 days 00:02:33.306407,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,0,2
3,0.201221511,2023-07-01 18:11:58.366009,2023-07-01 18:15:19.664139,0 days 00:03:21.298130,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,0,2
4,0.48286581,2023-07-01 18:15:19.664139,2023-07-01 18:17:36.468314,0 days 00:02:16.804175,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,0,2
5,0.31127727,2023-07-01 18:17:36.468314,2023-07-01 18:20:12.858451,0 days 00:02:36.390137,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,0,2
6,0.295558065,2023-07-01 18:20:12.859456,2023-07-01 18:22:30.725782,0 days 00:02:17.866326,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,0,2
7,0.217086643,2023-07-01 18:22:30.725782,2023-07-01 18:24:53.278415,0 days 00:02:22.552633,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,0,2
8,0.262575507,2023-07-01 18:24:53.278415,2023-07-01 18:28:07.271817,0 days 00:03:13.993402,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,0,2
9,0.292011678,2023-07-01 18:28:07.271817,2023-07-01 18:30:23.799382,0 days 00:02:16.527565,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,0,2
10,0.457459897,2023-07-01 18:30:23.799382,2023-07-01 18:32:44.879777,0 days 00:02:21.080395,5,5,0,98,SGD,4,4,,transform_padding,COMPLETE,0,2
11,0.192478776,2023-07-01 18:32:44.879777,2023-07-01 18:36:06.276778,0 days 00:03:21.397001,4,7,0.0137,96,SGD,4,2,,transform_padding,COMPLETE,0,2
12,0.209760666,2023-07-01 18:36:06.276778,2023-07-01 18:39:27.587594,0 days 00:03:21.310816,4,7,0.003,100,SGD,4,2,,transform_padding,COMPLETE,0,2
13,0.199650615,2023-07-01 18:39:27.587594,2023-07-01 18:42:51.101045,0 days 00:03:23.513451,4,7,0.0177,80,SGD,4,2,,transform_padding,COMPLETE,0,2
14,0.230006546,2023-07-01 18:42:51.101045,2023-07-01 18:45:43.398436,0 days 00:02:52.297391,4,3,0.0022,80,SGD,4,2,,transform_padding,COMPLETE,0,2
15,0.440298766,2023-07-01 18:45:43.398436,2023-07-01 18:48:00.281279,0 days 00:02:16.882843,4,5,0.0284,79,SGD,6,6,,transform_padding,COMPLETE,0,2
16,0.215162605,2023-07-01 18:48:00.282351,2023-07-01 18:51:22.300793,0 days 00:03:22.018442,4,7,0.0074,69,SGD,4,2,,transform_padding,COMPLETE,0,2
17,0.197153598,2023-07-01 18:51:22.300793,2023-07-01 18:54:43.758990,0 days 00:03:21.458197,4,7,0.0252,87,SGD,4,2,,transform_padding,COMPLETE,0,2
18,0.565135956,2023-07-01 18:54:43.758990,2023-07-01 18:56:44.768745,0 days 00:02:01.009755,3,3,0.0297,88,SGD,2,6,,transform_padding,COMPLETE,0,2
19,0.263291121,2023-07-01 18:56:44.769746,2023-07-01 18:59:03.718487,0 days 00:02:18.948741,4,5,0.0004,67,RMSprop,6,4,,transform_padding,COMPLETE,0,2
20,0.231170222,2023-07-01 18:59:03.718487,2023-07-01 19:02:24.377109,0 days 00:03:20.658622,4,7,0.0036,89,SGD,4,2,,transform_padding,COMPLETE,0,2
21,0.220377505,2023-07-01 19:02:24.377109,2023-07-01 19:05:47.210280,0 days 00:03:22.833171,4,7,0.0188,68,SGD,4,2,,transform_padding,COMPLETE,0,2
22,0.211946338,2023-07-01 19:05:47.210280,2023-07-01 19:09:09.382117,0 days 00:03:22.171837,4,7,0.0426,89,SGD,4,2,,transform_padding,COMPLETE,0,2
23,0.211393163,2023-07-01 19:09:09.382117,2023-07-01 19:12:31.557811,0 days 00:03:22.175694,4,7,0.0143,83,SGD,4,2,,transform_padding,COMPLETE,0,2
24,0.197380245,2023-07-01 19:12:31.557811,2023-07-01 19:15:54.159393,0 days 00:03:22.601582,4,7,0.0299,72,SGD,4,2,,transform_padding,COMPLETE,0,2
25,0.225674599,2023-07-01 19:15:54.159393,2023-07-01 19:21:33.633143,0 days 00:05:39.473750,3,7,0.0408,61,SGD,4,2,,transform_padding,COMPLETE,0,2
26,0.203281686,2023-07-01 19:21:33.633143,2023-07-01 19:24:55.448460,0 days 00:03:21.815317,4,7,0.0906,73,SGD,4,2,,transform_padding,COMPLETE,0,2
27,0.447410226,2023-07-01 19:24:55.448460,2023-07-01 19:27:10.738646,0 days 00:02:15.290186,4,3,0.0342,91,Adam,6,4,,transform_padding,COMPLETE,0,2
28,0.186611682,2023-07-01 19:27:10.738646,2023-07-01 19:29:58.969623,0 days 00:02:48.230977,4,5,0.0091,3,RMSprop,2,2,,transform_padding,COMPLETE,0,2
29,0.372985691,2023-07-01 19:29:58.969623,2023-07-01 19:32:08.345847,0 days 00:02:09.376224,3,5,0.0075,3,RMSprop,2,6,,transform_padding,COMPLETE,0,2
30,0.197104543,2023-07-01 19:32:08.345847,2023-07-01 19:34:56.113821,0 days 00:02:47.767974,4,5,0.0112,18,RMSprop,2,2,,transform_padding,COMPLETE,0,2
31,0.175474077,2023-07-01 19:34:56.113821,2023-07-01 19:37:44.811370,0 days 00:02:48.697549,4,5,0.0109,15,RMSprop,2,2,,transform_padding,COMPLETE,0,2
32,0.183390021,2023-07-01 19:37:44.811370,2023-07-01 19:40:32.971071,0 days 00:02:48.159701,4,5,0.0107,17,RMSprop,2,2,,transform_padding,COMPLETE,0,2
33,0.188068628,2023-07-01 19:40:32.971071,2023-07-01 19:43:21.099548,0 days 00:02:48.128477,4,5,0.0047,17,RMSprop,2,2,,transform_padding,COMPLETE,0,2
34,0.205994368,2023-07-01 19:43:21.099548,2023-07-01 19:46:09.891555,0 days 00:02:48.792007,4,5,0.0048,19,RMSprop,2,2,,transform_padding,COMPLETE,0,2
35,0.199822426,2023-07-01 19:46:09.891555,2023-07-01 19:48:30.112109,0 days 00:02:20.220554,5,5,0.0039,17,RMSprop,2,2,,transform_padding,COMPLETE,0,2
36,0.188923806,2023-07-01 19:48:30.113110,2023-07-01 19:51:18.846859,0 days 00:02:48.733749,4,5,0.0111,10,RMSprop,2,2,,transform_padding,COMPLETE,0,2
37,0.43004632,2023-07-01 19:51:18.846859,2023-07-01 19:53:37.799933,0 days 00:02:18.953074,4,5,0.0023,27,RMSprop,2,6,,transform_padding,COMPLETE,0,2
38,0.199637651,2023-07-01 19:53:37.800935,2023-07-01 19:55:59.135765,0 days 00:02:21.334830,5,5,0.0053,1,RMSprop,2,2,,transform_padding,COMPLETE,0,2
